"","X1","DATEym","Freq.101 - 200 Employees","Freq.15 - 100 Employees","Freq.201 - 500 Employees","Freq.501+ Employees","Freq.NULL.x","Freq.Under 15 Employees","Freq.Unknown Number Of Employees","Freq.Elected Official/Fed. Govt","Freq.Elected Official/State-Local","Freq.Federal Government Agency","Freq.Joint Apprenticeship","Freq.NULL.y","Freq.Other","Freq.Private College/University","Freq.Private College/University (Inactive Code)","Freq.Private Elem/Secondary School","Freq.Private Employer","Freq.Private Employment Agency","Freq.Public College/University","Freq.Public Elem/Secondary School","Freq.Public Employment Agency","Freq.State/Local Govt","Freq.Union","Freq.CP Sex Not Available/Applicable","Freq.Female","Freq.Male","Freq.NULL","count","prop.fem","prop.priv","DATE.x","FRBKCLMCIM","DATE.y","LREM25TTUSM156S","DATEymx","row","seas_count"
"214",214,"2013-07",22,94,16,64,7,7,13,0,0,0,0,0,2,1,0,0,203,0,4,1,0,12,0,4,180,39,0,223,0.807174887892377,0.910313901345291,2013-07-01,0.82091,2013-07-01,76.0570894395226,"2013-07",214,213.187152777778
"215",215,"2013-08",21,86,18,66,2,1,17,0,0,0,0,0,2,2,0,1,190,1,0,1,0,14,0,4,165,42,0,211,0.781990521327014,0.900473933649289,2013-08-01,0.87395,2013-08-01,75.9699104877981,"2013-08",215,196.622569444444
"216",216,"2013-09",12,77,19,75,7,2,17,0,0,0,0,0,1,0,0,0,184,2,1,3,0,18,0,5,177,27,0,209,0.84688995215311,0.880382775119617,2013-09-01,0.75471,2013-09-01,76.0330691193621,"2013-09",216,224.728819444444
"217",217,"2013-10",21,75,22,55,4,7,14,0,0,0,0,0,0,1,0,0,183,1,0,0,2,11,0,8,158,32,0,198,0.797979797979798,0.924242424242424,2013-10-01,0.69228,2013-10-01,75.7079624060366,"2013-10",217,174.187152777778
"218",218,"2013-11",14,69,21,60,6,1,15,0,0,0,0,0,0,1,0,0,169,0,0,3,1,11,1,5,135,46,0,186,0.725806451612903,0.908602150537634,2013-11-01,0.71704,2013-11-01,76.089904497527,"2013-11",218,193.549652777778
"219",219,"2013-12",18,80,18,69,5,2,12,0,0,0,0,0,0,0,0,0,178,1,4,3,0,18,0,5,157,42,0,204,0.769607843137255,0.872549019607843,2013-12-01,0.77102,2013-12-01,76.187737807409,"2013-12",219,231.157986111111
"220",220,"2014-01",19,70,22,75,6,4,17,0,0,0,0,0,1,1,0,1,192,2,3,0,1,12,0,2,168,43,0,213,0.788732394366197,0.901408450704225,2014-01-01,0.69895,2014-01-01,76.3729589187519,"2014-01",220,223.722569444444
"221",221,"2014-02",13,61,17,66,2,7,13,0,0,0,0,0,0,0,0,0,164,1,0,2,0,12,0,3,141,35,0,179,0.787709497206704,0.916201117318436,2014-02-01,0.41903,2014-02-01,76.3071582110005,"2014-02",221,194.166319444444
"222",222,"2014-03",22,75,21,89,5,6,21,0,0,1,0,0,1,0,0,2,211,0,1,3,0,19,1,4,185,50,0,239,0.774058577405858,0.882845188284519,2014-03-01,0.8794,2014-03-01,76.393610591121,"2014-03",222,216.099652777778
"223",223,"2014-04",20,83,22,66,11,6,19,0,0,0,0,0,2,2,0,0,200,1,3,3,0,15,1,5,183,38,1,227,0.806167400881057,0.881057268722467,2014-04-01,1.10696,2014-04-01,76.3969527425239,"2014-04",223,220.949652777778
"224",224,"2014-05",19,64,22,65,5,2,15,0,0,0,0,0,2,0,0,1,170,0,0,4,0,14,1,5,150,37,0,192,0.78125,0.885416666666667,2014-05-01,1.32485,2014-05-01,76.4840795281766,"2014-05",224,196.201736111111
"225",225,"2014-06",22,91,20,80,1,2,11,0,0,0,0,0,0,0,0,0,194,1,2,2,1,26,1,4,179,44,0,227,0.788546255506608,0.854625550660793,2014-06-01,1.07748,2014-06-01,76.8424584885741,"2014-06",225,223.426736111111
"226",226,"2014-07",16,84,26,64,8,5,14,0,0,0,0,0,0,0,0,1,197,1,2,2,0,13,1,6,179,31,1,217,0.824884792626728,0.907834101382488,2014-07-01,1.12117,2014-07-01,76.7341906643255,"2014-07",226,207.187152777778
"227",227,"2014-08",16,87,20,73,10,3,24,0,0,0,0,0,0,0,0,1,206,2,1,4,2,16,1,6,183,40,4,233,0.785407725321888,0.88412017167382,2014-08-01,1.17666,2014-08-01,76.882073744841,"2014-08",227,218.622569444444
"228",228,"2014-09",21,87,31,72,5,3,22,0,0,0,0,0,0,0,0,0,213,2,3,3,1,18,1,8,187,46,0,241,0.775933609958506,0.883817427385892,2014-09-01,1.06333,2014-09-01,76.847033534686,"2014-09",228,256.728819444444
"229",229,"2014-10",14,96,30,71,6,3,29,0,0,0,0,0,1,2,0,0,217,6,2,4,1,16,0,11,207,31,0,249,0.831325301204819,0.8714859437751,2014-10-01,1.12315,2014-10-01,76.9266408230218,"2014-10",229,225.187152777778
"230",230,"2014-11",19,75,17,59,6,1,14,0,0,0,0,1,0,2,0,0,163,2,5,0,0,17,1,5,152,34,0,191,0.795811518324607,0.853403141361257,2014-11-01,1.19339,2014-11-01,76.8978075475988,"2014-11",230,198.549652777778
"231",231,"2014-12",25,86,20,65,8,3,11,0,0,0,0,0,0,0,0,1,192,3,2,3,1,16,0,5,172,41,0,218,0.788990825688073,0.880733944954128,2014-12-01,1.32906,2014-12-01,77.0448307032754,"2014-12",231,245.157986111111
"232",232,"2015-01",14,77,22,67,3,2,19,0,0,0,0,0,1,0,0,0,178,1,2,1,0,18,3,6,155,42,1,204,0.759803921568627,0.872549019607843,2015-01-01,1.23831,2015-01-01,77.1089607314478,"2015-01",232,214.722569444444
"233",233,"2015-02",14,66,26,66,5,4,19,0,0,0,0,1,0,0,0,0,177,0,1,2,0,19,0,5,151,43,1,200,0.755,0.885,2015-02-01,1.0172,2015-02-01,77.2087177441144,"2015-02",233,215.166319444444
"234",234,"2015-03",14,77,21,74,9,1,17,0,0,0,0,0,0,1,0,0,188,0,6,4,0,13,1,4,162,46,1,213,0.76056338028169,0.882629107981221,2015-03-01,0.9004,2015-03-01,77.1613425013429,"2015-03",234,190.099652777778
"235",235,"2015-04",12,76,40,72,5,6,15,0,0,0,0,0,0,0,0,0,208,1,4,2,0,11,0,5,179,42,0,226,0.792035398230089,0.920353982300885,2015-04-01,0.83277,2015-04-01,77.176793173079,"2015-04",235,219.949652777778
"236",236,"2015-05",14,70,17,62,11,4,17,0,0,0,0,0,0,0,0,0,182,1,1,2,0,8,1,8,158,29,0,195,0.81025641025641,0.933333333333333,2015-05-01,0.94745,2015-05-01,77.2180173023209,"2015-05",236,199.201736111111
"237",237,"2015-06",21,73,26,69,11,1,16,0,0,0,0,0,1,2,0,0,189,3,0,4,0,18,0,8,176,33,0,217,0.811059907834101,0.870967741935484,2015-06-01,1.09848,2015-06-01,77.3293879338082,"2015-06",237,213.426736111111
"238",238,"2015-07",26,71,19,71,7,5,13,0,0,0,0,0,0,0,0,0,188,1,3,4,3,11,2,2,164,46,0,212,0.773584905660377,0.886792452830189,2015-07-01,0.74876,2015-07-01,77.2076195667937,"2015-07",238,202.187152777778
"239",239,"2015-08",15,87,27,55,7,1,17,0,1,0,0,0,1,0,0,0,188,3,1,1,1,13,0,7,165,37,0,209,0.789473684210526,0.899521531100478,2015-08-01,0.89809,2015-08-01,77.4160319619584,"2015-08",239,194.622569444444
"240",240,"2015-09",18,82,21,60,8,3,16,0,0,0,0,1,0,1,0,0,180,2,1,3,2,17,1,6,172,30,0,208,0.826923076923077,0.865384615384615,2015-09-01,0.74457,2015-09-01,77.4058115516792,"2015-09",240,223.728819444444
"241",241,"2015-10",19,79,15,70,7,4,24,0,0,0,0,0,0,4,0,0,187,1,3,2,2,18,1,8,174,36,0,218,0.798165137614679,0.857798165137615,2015-10-01,0.59065,2015-10-01,77.30609810082,"2015-10",241,194.187152777778
"242",242,"2015-11",10,62,24,51,5,3,19,0,0,0,0,0,0,0,0,0,155,0,2,4,1,12,0,6,139,28,1,174,0.798850574712644,0.890804597701149,2015-11-01,0.92779,2015-11-01,77.4129239014169,"2015-11",242,181.549652777778
"243",243,"2015-12",14,56,15,50,5,2,21,0,0,0,0,0,0,2,0,0,148,0,0,2,0,11,0,4,135,24,0,163,0.828220858895706,0.907975460122699,2015-12-01,0.93267,2015-12-01,77.4087094703103,"2015-12",243,190.157986111111
"244",244,"2016-01",11,75,21,58,10,3,17,0,0,0,0,0,0,3,0,0,178,0,3,3,1,7,0,3,159,33,0,195,0.815384615384615,0.912820512820513,2016-01-01,0.50057,2016-01-01,77.6844790103476,"2016-01",244,205.722569444444
"245",245,"2016-02",21,81,21,57,6,2,21,0,0,0,0,0,1,1,0,0,185,4,2,1,2,13,0,4,167,38,0,209,0.799043062200957,0.885167464114832,2016-02-01,0.4784,2016-02-01,77.7498638018779,"2016-02",245,224.166319444444
"246",246,"2016-03",15,75,34,76,10,2,18,0,0,0,0,0,0,0,0,1,199,1,5,4,1,19,0,5,187,36,2,230,0.81304347826087,0.865217391304348,2016-03-01,0.39176,2016-03-01,77.8957650877058,"2016-03",246,207.099652777778
"247",247,"2016-04",20,77,12,85,5,3,14,0,0,0,0,0,0,0,0,0,188,4,2,5,0,17,0,3,172,41,0,216,0.796296296296296,0.87037037037037,2016-04-01,0.43391,2016-04-01,77.7255000798012,"2016-04",247,209.949652777778
"248",248,"2016-05",17,79,24,82,6,3,17,0,0,0,0,0,1,1,0,0,195,3,5,3,0,19,1,8,187,33,0,228,0.820175438596491,0.855263157894737,2016-05-01,0.60085,2016-05-01,77.9239128195751,"2016-05",248,232.201736111111
"249",249,"2016-06",18,74,20,78,4,1,16,0,0,0,0,0,0,2,0,0,191,1,1,2,0,14,0,3,181,27,0,211,0.85781990521327,0.90521327014218,2016-06-01,0.63307,2016-06-01,77.9268976760767,"2016-06",249,207.426736111111
"250",250,"2016-07",18,71,26,62,8,5,13,0,0,0,0,0,1,0,0,1,188,2,2,0,0,9,0,5,160,38,0,203,0.788177339901478,0.926108374384236,2016-07-01,0.60731,2016-07-01,77.9835270406024,"2016-07",250,193.187152777778
"251",251,"2016-08",18,70,22,85,3,1,17,0,0,0,0,0,0,1,0,0,201,0,1,2,1,8,2,6,169,40,1,216,0.782407407407407,0.930555555555556,2016-08-01,0.7067,2016-08-01,77.8726024820671,"2016-08",251,201.622569444444
"252",252,"2016-09",8,79,21,64,8,6,18,0,0,0,0,0,0,0,0,0,186,1,0,5,0,11,1,9,161,33,1,204,0.78921568627451,0.911764705882353,2016-09-01,0.75908,2016-09-01,77.9568816436772,"2016-09",252,219.728819444444
